scenario_id,analysis,mode,distribution,cv_requested,favorable_cutoff,rho,delta,n,top_0_01pct_lifespan,top_0_01pct_censored,q9999_tau,q9999_tau_factor,q999_tau_factor,tau_cv,eta_cv_actual,beta_cv_actual,eta_q0001_factor,beta_q9999_factor,conditional_survival_100_from90,conditional_survival_105_from90,conditional_survival_110_from90,factor_mean,factor_cv,eta_factor_mean,eta_factor_cv,beta_factor_mean,beta_factor_cv
family__eta_only__lognormal__cv0.125,distribution_family,eta_only,lognormal,0.125,,,0.0,200000,138.5000100000005,False,156.4585283480363,1.5865365332996018,1.481275891978351,0.1251428058661548,0.12518306247606775,1.2277888374267895e-16,0.6303037964087428,1.0,0.342775054926483,0.1771674835220551,0.0843670779111036,0.9996351465904311,0.12518306247606772,,,,
family__eta_only__uniform__cv0.025,distribution_family,eta_only,uniform,0.025,,,0.0,200000,107.50001000000049,False,103.07884487767491,1.0452504886468612,1.0451796901602568,0.02501732384590371,0.024999576650975373,1.2277888374267895e-16,0.9567084740563567,1.0,0.0502089917422775,0.003721072484453,5.097359567743909e-05,0.999982443289381,0.024999576650975377,,,,
family__eta_only__uniform__cv0.050,distribution_family,eta_only,uniform,0.05,,,0.0,200000,112.2,False,107.96412474212306,1.094788695749889,1.0945875270600027,0.05020985164707067,0.050071116947923155,1.2277888374267895e-16,0.9134182732084549,1.0,0.1046197195900652,0.0175199400095439,0.0014997614015952,0.9998710960498282,0.05007111694792317,,,,
family__eta_only__uniform__cv0.075,distribution_family,eta_only,uniform,0.075,,,0.0,200000,115.2,False,113.33596955372015,1.1492608177543628,1.148970978348451,0.07546518514727917,0.07492975001784681,1.2277888374267895e-16,0.8701245048569427,1.0,0.184570531509307,0.0479316601765581,0.0077473546861301,1.0002702542772641,0.07492975001784682,,,,
family__eta_only__uniform__cv0.100,distribution_family,eta_only,uniform,0.1,,,0.0,200000,121.30001000000048,False,119.269277391088,1.2094263437035597,1.20898770894653,0.10124854628867914,0.10001284384187675,1.2277888374267895e-16,0.8268382818070219,1.0,0.2838597381876201,0.1108713783225151,0.031584291257207,0.9999844739419725,0.10001284384187673,,,,
family__eta_only__uniform__cv0.125,distribution_family,eta_only,uniform,0.125,,,0.0,200000,125.9,False,125.86024003069623,1.2762606871411415,1.27560622606608,0.12726159716139185,0.12487141155539366,1.2277888374267895e-16,0.7835389823375565,1.0,0.3861007033458226,0.1956550318806284,0.0796029711431012,0.9999674397777532,0.12487141155539368,,,,
family__eta_only__student_t4__cv0.025,distribution_family,eta_only,student_t4,0.025,,,0.0,200000,113.80003000000144,False,126.19891356984392,1.2796949386862182,1.1466787822023057,0.02537289308281984,0.025109270691163182,1.2277888374267895e-16,0.7814362390386779,1.0,0.055510099718742,0.0059319867041677,0.0009204806954743,1.0000190954148225,0.025109270691163185,,,,
family__eta_only__student_t4__cv0.050,distribution_family,eta_only,student_t4,0.05,,,0.0,200000,147.00002000000094,False,175.7808425757544,1.7824706108717572,1.3483721932980577,0.05350489597276557,0.05010635209796698,1.2277888374267895e-16,0.5610190719603608,1.0,0.1036510774442457,0.0283711301402089,0.0099981180013174,0.9997376281057437,0.05010635209796699,,,,
family__eta_only__student_t4__cv0.075,distribution_family,eta_only,student_t4,0.075,,,0.0,200000,217.10158000007505,False,310.3073597323379,3.146609954504757,1.5998263049868078,0.0891633455169283,0.07433009129611413,1.2277888374267895e-16,0.3178023557318803,1.0,0.1754521630794346,0.0677063195428964,0.0292778278987842,0.9999039147101612,0.07433009129611412,,,,
family__eta_only__student_t4__cv0.100,distribution_family,eta_only,student_t4,0.1,,,0.0,200000,320.0,True,441.33377506806124,4.475257212997403,1.95287597092927,0.1728790542684877,0.09887848543235474,1.2277888374267895e-16,0.22345085343515475,1.0,0.2457229251213495,0.1207328718071138,0.0632211347179119,0.9999892105010296,0.09887848543235474,,,,
family__eta_only__student_t4__cv0.125,distribution_family,eta_only,student_t4,0.125,,,0.0,200000,320.0,True,969.8446543043273,9.83451648130276,2.587217619086898,0.2255151098811942,0.1235375301949865,1.2277888374267895e-16,0.10168268084078756,1.0,0.3228747752923516,0.1807483459663819,0.1081376600752423,1.0003041767059755,0.1235375301949865,,,,
family__beta_only__gaussian__cv0.025,distribution_family,beta_only,gaussian,0.025,,,0.0,200000,108.00001000000049,False,107.8889335791739,1.0940262347433864,1.0762027945168442,0.025001017161380035,0.0,0.025001017161380035,1.0,1.0940262347433864,0.0517468688200395,0.0041326504741138,0.0001267684194513,0.9999852106033659,0.025001017161380028,,,,
family__beta_only__gaussian__cv0.050,distribution_family,beta_only,gaussian,0.05,,,0.0,200000,113.1,False,116.83272532883971,1.1847189729845644,1.153249870829663,0.05013387966918046,0.0,0.05013387966918047,1.0,1.1847189729845644,0.1076898422655159,0.0181314530345001,0.0017856734049128,0.999878471100483,0.05013387966918047,,,,
family__beta_only__gaussian__cv0.075,distribution_family,beta_only,gaussian,0.075,,,0.0,200000,118.50002000000094,False,126.47225327727875,1.2824666855281808,1.2326740356553418,0.07508189014068824,0.0,0.07508189014068821,1.0,1.2824666855281808,0.1846953907408536,0.0547666930749385,0.0123712596745688,1.0000210930363578,0.07508189014068822,,,,
family__beta_only__gaussian__cv0.100,distribution_family,beta_only,gaussian,0.1,,,0.0,200000,125.70002000000096,False,134.96166355781318,1.368551859014386,1.309549602590362,0.09962334189957567,0.0,0.09962334189957565,1.0,1.368551859014386,0.2690081049787727,0.1076620536288618,0.0351583319549355,1.000208453590704,0.09962334189957567,,,,
family__beta_only__gaussian__cv0.125,distribution_family,beta_only,gaussian,0.125,,,0.0,200000,132.10001000000048,False,145.5700559482744,1.4761241483919594,1.3844719197818756,0.12499439655193022,0.0,0.12499439655193019,1.0,1.4761241483919594,0.3486151873966872,0.1729582026110717,0.0761899942650878,0.9999280446558421,0.1249943965519302,,,,
family__beta_only__lognormal__cv0.025,distribution_family,beta_only,lognormal,0.025,,,0.0,200000,108.00001000000049,False,108.15579031536409,1.0967322423071355,1.079248075857317,0.024992276361928495,0.0,0.024992276361928502,1.0,1.0967322423071355,0.0536850075719333,0.004946996466431,7.571933366986371e-05,0.9999905512409226,0.024992276361928495,,,,
family__beta_only__lognormal__cv0.050,distribution_family,beta_only,lognormal,0.05,,,0.0,200000,113.1,False,118.91043588812369,1.2057875829397453,1.1650364021753694,0.049925584749044925,0.0,0.04992558474904494,1.0,1.2057875829397453,0.1056642170717919,0.0203052572074618,0.0021707179197286,0.999931646663803,0.04992558474904494,,,,
family__beta_only__lognormal__cv0.075,distribution_family,beta_only,lognormal,0.075,,,0.0,200000,121.90007000000332,False,130.33140623832603,1.321599657216839,1.2546281485870163,0.0752156008602939,0.0,0.07521560086029391,1.0,1.321599657216839,0.1954673637841954,0.063049340277063,0.0169613634960169,0.9998940215095758,0.0752156008602939,,,,
family__beta_only__lognormal__cv0.100,distribution_family,beta_only,lognormal,0.1,,,0.0,200000,130.9000100000005,False,143.4692693446608,1.4548215404070162,1.348316348852841,0.0996562412386553,0.0,0.09965624123865528,1.0,1.4548215404070162,0.2814512505616294,0.1208439418900703,0.0465590834206979,0.9999492589786066,0.09965624123865528,,,,
family__beta_only__lognormal__cv0.125,distribution_family,beta_only,lognormal,0.125,,,0.0,200000,140.90006000000287,False,156.70192539683,1.5890046525775072,1.4611048208322315,0.12503813830947771,0.0,0.1250381383094777,1.0,1.5890046525775074,0.369450344960764,0.1981988308200059,0.0983094289275494,0.9994308089450348,0.12503813830947774,,,,
family__beta_only__uniform__cv0.025,distribution_family,beta_only,uniform,0.025,,,0.0,200000,108.20001000000047,False,102.8857569391581,1.0432925188779332,1.0432177634807203,0.024983546078355408,0.0,0.024983546078355397,1.0,1.0432925188779332,0.0518150476576759,0.0037517744879334,0.000152098965727,1.0000492283819118,0.024983546078355404,,,,
family__beta_only__uniform__cv0.050,distribution_family,beta_only,uniform,0.05,,,0.0,200000,110.8,False,107.15475614245004,1.0865814547266934,1.0864436389705465,0.050038784460838856,0.0,0.05003878446083886,1.0,1.0865814547266934,0.102548433822198,0.0142359225058844,0.0008374072062284,1.0000505747223587,0.05003878446083888,,,,
family__beta_only__uniform__cv0.075,distribution_family,beta_only,uniform,0.075,,,0.0,200000,113.8,False,111.42433330223379,1.1298762512281042,1.1296434473841461,0.0749965787105785,0.0,0.07499657871057851,1.0,1.1298762512281044,0.1828182501681769,0.0427565193304578,0.0049859522773139,0.9998509202728805,0.07499657871057851,,,,
family__beta_only__uniform__cv0.100,distribution_family,beta_only,uniform,0.1,,,0.0,200000,118.00001000000049,False,115.6950424044156,1.1731825259658701,1.172876950100956,0.09991033720798648,0.0,0.09991033720798648,1.0,1.1731825259658701,0.2735862360738965,0.0934106614017769,0.0195494288534762,0.9999829201217878,0.09991033720798646,,,,
family__beta_only__uniform__cv0.125,distribution_family,beta_only,uniform,0.125,,,0.0,200000,122.20001000000047,False,119.96389269254637,1.216469951770109,1.2161080608498422,0.12505662762832678,0.0,0.1250566276283268,1.0,1.216469951770109,0.3686806411837238,0.1646356109981264,0.050682979166333,0.999711992202741,0.1250566276283268,,,,
family__beta_only__student_t4__cv0.025,distribution_family,beta_only,student_t4,0.025,,,0.0,200000,110.90003000000144,False,120.34032158037299,1.22028705390594,1.1244637216803377,0.024855039705201754,0.0,0.024855039705201754,1.0,1.22028705390594,0.0509068010075566,0.0043828715365239,0.0007556675062972,0.9999739509320908,0.024855039705201754,,,,
family__beta_only__student_t4__cv0.050,distribution_family,beta_only,student_t4,0.05,,,0.0,200000,123.9,False,141.73578783847356,1.43724351657921,1.2459521264916122,0.050036744448481725,0.0,0.05003674444848173,1.0,1.43724351657921,0.1024117360321255,0.0236299064552819,0.0066850815904923,0.9999406984051044,0.050036744448481725,,,,
family__beta_only__student_t4__cv0.075,distribution_family,beta_only,student_t4,0.075,,,0.0,200000,146.5001200000057,False,164.1818789406228,1.6648536311529216,1.3760679334418675,0.07447303217132409,0.0,0.07447303217132409,1.0,1.6648536311529218,0.1707787528085124,0.0606002797914282,0.0232311670693967,1.0001412581104652,0.07447303217132409,,,,
family__beta_only__student_t4__cv0.100,distribution_family,beta_only,student_t4,0.1,,,0.0,200000,162.60001000000048,False,184.92536587834175,1.8751988274307905,1.517248583423392,0.09880605769757642,0.0,0.09880605769757637,1.0,1.8751988274307905,0.238925368508726,0.1029500067793983,0.0457318844790516,1.000077951387952,0.09880605769757637,,,,
family__beta_only__student_t4__cv0.125,distribution_family,beta_only,student_t4,0.125,,,0.0,200000,185.8000400000019,False,208.87590904539397,2.118064538415694,1.6469617370551333,0.12362480026623533,0.0,0.12362480026623533,1.0,2.118064538415694,0.3015938915864907,0.1519702521706168,0.0770230509575985,1.000256197735935,0.12362480026623535,,,,
truncated_eta__cv0.050__cut0.000,truncated_eta,eta_only,truncated_gaussian,0.05,0.0,,0.0,200000,104.3,False,98.61598467544793,0.9999957439640298,0.9999454170796358,0.028229910113758857,0.02898581144133213,1.2277888374267895e-16,1.000004256054084,1.0,0.0178922433345093,0.0005040068544932,0.0,1.0399105595857194,0.028985811441332134,,,,
truncated_eta__cv0.050__cut0.020,truncated_eta,eta_only,truncated_gaussian,0.05,0.02,,0.0,200000,105.80003000000144,False,100.62799737724977,1.020398157885313,1.0203117816124079,0.03211056019866201,0.032903100181898313,1.2277888374267895e-16,0.9800096092611669,1.0,0.0303218542532127,0.0017082734790542,0.0,1.0280059497875738,0.03290310018189832,,,,
truncated_eta__cv0.050__cut0.050,truncated_eta,eta_only,truncated_gaussian,0.05,0.05,,0.0,200000,108.1,False,103.80475266159384,1.0526114118969643,1.052439741094117,0.038395171481314785,0.03914680526258137,1.2277888374267895e-16,0.9500182011116994,1.0,0.0527602970562796,0.0046228637895553,0.0001491246383727,1.014434760743929,0.03914680526258137,,,,
truncated_eta__cv0.050__cut0.100,truncated_eta,eta_only,truncated_gaussian,0.05,0.1,,0.0,200000,111.6,False,109.56234303897374,1.1109951099537925,1.1100991168109913,0.0467137946371832,0.04693682074445116,1.2277888374267895e-16,0.9000939707480726,1.0,0.0890471081634643,0.0135570077050619,0.0011703891543938,1.0029137091679776,0.04693682074445117,,,,
truncated_eta__cv0.050__cut0.150,truncated_eta,eta_only,truncated_gaussian,0.05,0.15,,0.0,200000,113.40001000000048,False,115.8494735436525,1.1747485041638333,1.1651867231867605,0.04997827941817154,0.04971548380571487,1.2277888374267895e-16,0.8512460296443336,1.0,0.1104219814169026,0.0208533245956889,0.0025042713038593,1.000200537228506,0.04971548380571486,,,,
truncated_eta__cv0.050__cut0.200,truncated_eta,eta_only,truncated_gaussian,0.05,0.2,,0.0,200000,114.20002000000096,False,120.63738052023533,1.2232993208984204,1.1840904114260988,0.050522536987870965,0.050144805195099444,1.2277888374267895e-16,0.8174614200614458,1.0,0.1050265347268892,0.0206715950962897,0.0028504553776274,1.0001125858157411,0.05014480519509945,,,,
truncated_eta__cv0.100__cut0.000,truncated_eta,eta_only,truncated_gaussian,0.1,0.0,,0.0,200000,103.1,False,98.61497258547816,0.9999854810673441,0.9998710708068675,0.05331688836835629,0.05586662309500073,1.2277888374267895e-16,1.0000145191434584,1.0,0.0142482803799541,0.0007369800196528,0.0,1.0798844591851267,0.05586662309500073,,,,
truncated_eta__cv0.100__cut0.020,truncated_eta,eta_only,truncated_gaussian,0.1,0.02,,0.0,200000,104.7,False,100.62759129666537,1.020394040106056,1.0202860381550345,0.05725833210024631,0.05991776795542577,1.2277888374267895e-16,0.98001356406988,1.0,0.0265396597172298,0.0009585430146177,0.0,1.067269386567416,0.05991776795542574,,,,
truncated_eta__cv0.100__cut0.050,truncated_eta,eta_only,truncated_gaussian,0.1,0.05,,0.0,200000,108.20001000000047,False,103.80506872074425,1.0526146168318058,1.052431333244076,0.06372491884172357,0.06647245194822127,1.2277888374267895e-16,0.9500153085559774,1.0,0.0510463036152598,0.0047010858260182,0.0002912177060365,1.050824435590635,0.06647245194822128,,,,
truncated_eta__cv0.100__cut0.100,truncated_eta,eta_only,truncated_gaussian,0.1,0.1,,0.0,200000,111.9,False,109.56935483899323,1.1110662117148313,1.110683052215092,0.07456098298135376,0.07692285441204279,1.2277888374267895e-16,0.9000363699806788,1.0,0.1130851742010587,0.0203442445744061,0.001912469857812,1.0285920847517596,0.07692285441204279,,,,
truncated_eta__cv0.100__cut0.150,truncated_eta,eta_only,truncated_gaussian,0.1,0.15,,0.0,200000,116.4,False,116.01079761960666,1.176384378813202,1.1754418241150721,0.08520765485740757,0.08665355842185582,1.2277888374267895e-16,0.8500622908720131,1.0,0.1891120035698349,0.0541053101294065,0.0097278000892458,1.0137074750763277,0.08665355842185583,,,,
truncated_eta__cv0.100__cut0.200,truncated_eta,eta_only,truncated_gaussian,0.1,0.2,,0.0,200000,120.80001000000048,False,123.23673800021598,1.2496575875179379,1.247440454017763,0.09374733358028758,0.09368386497745242,1.2277888374267895e-16,0.8002192040353237,1.0,0.2404972650422675,0.0901442068622575,0.0262555942317255,1.0055962738445456,0.09368386497745244,,,,
truncated_eta__cv0.150__cut0.000,truncated_eta,eta_only,truncated_gaussian,0.15,0.0,,0.0,200000,103.1,False,98.61499296331633,0.9999856877047518,0.9998030087654268,0.07591419755129517,0.08073728991423035,1.2277888374267895e-16,1.0000143125000929,1.0,0.0167176830704026,0.0009418412997409,0.0,1.1198027071159138,0.08073728991423036,,,,
truncated_eta__cv0.150__cut0.020,truncated_eta,eta_only,truncated_gaussian,0.15,0.02,,0.0,200000,104.0,False,100.6267315946652,1.0203853224692134,1.0201885007982197,0.08016576471222905,0.08519337843737138,1.2277888374267895e-16,0.9800219367916001,1.0,0.0264265275206194,0.0004208045783538,0.0,1.1074092891718803,0.08519337843737136,,,,
truncated_eta__cv0.150__cut0.050,truncated_eta,eta_only,truncated_gaussian,0.15,0.05,,0.0,200000,107.10001000000048,False,103.80434001615502,1.052607227548109,1.052352226865069,0.08643401607850963,0.0916218905025369,1.2277888374267895e-16,0.9500219776462586,1.0,0.0490463215258855,0.0038925652004671,5.560807429238725e-05,1.0897945136505374,0.0916218905025369,,,,
truncated_eta__cv0.150__cut0.100,truncated_eta,eta_only,truncated_gaussian,0.15,0.1,,0.0,200000,111.7,False,109.56972355104072,1.1110699505658854,1.1106236481330813,0.09783629965035649,0.10289572653866205,1.2277888374267895e-16,0.9000333412767434,1.0,0.1214924971401655,0.0232151268420698,0.0018504811250925,1.0639983756710927,0.10289572653866204,,,,
truncated_eta__cv0.150__cut0.150,truncated_eta,eta_only,truncated_gaussian,0.15,0.15,,0.0,200000,116.90001000000048,False,116.01449048889263,1.1764218256184145,1.1757611310465972,0.1098877351841341,0.11412462321437788,1.2277888374267895e-16,0.8500352324510192,1.0,0.2112974275353501,0.0635693251235123,0.0123147314366375,1.0431031995711264,0.11412462321437787,,,,
truncated_eta__cv0.150__cut0.200,truncated_eta,eta_only,truncated_gaussian,0.15,0.2,,0.0,200000,122.40001000000048,False,123.25961946882093,1.2498896124913326,1.2486412154782223,0.12196909507149586,0.12467021038718265,1.2277888374267895e-16,0.8000706542450335,1.0,0.2983869339632164,0.1273696323663012,0.0415884359921668,1.0268770642745912,0.12467021038718264,,,,
truncated_eta__cv0.200__cut0.000,truncated_eta,eta_only,truncated_gaussian,0.2,0.0,,0.0,200000,101.9,False,98.6136770200802,0.9999723436445598,0.99973190694766,0.09644793979861942,0.1040136609073697,1.2277888374267895e-16,1.0000276571203355,1.0,0.0131261315630657,0.0001508750754375,0.0,1.1590309671142014,0.10401366090736967,,,,
truncated_eta__cv0.200__cut0.020,truncated_eta,eta_only,truncated_gaussian,0.2,0.02,,0.0,200000,104.00001000000049,False,100.62539478539836,1.0203717668211945,1.0201209358086147,0.10043210250060336,0.108072209290739,1.2277888374267895e-16,0.9800349563917697,1.0,0.0255442983401595,0.0010778184953653,0.0,1.1467884114997136,0.108072209290739,,,,
truncated_eta__cv0.200__cut0.050,truncated_eta,eta_only,truncated_gaussian,0.2,0.05,,0.0,200000,106.9,False,103.80269696473705,1.052590566512573,1.052254640318094,0.10712788565703467,0.1148968772639729,1.2277888374267895e-16,0.9500370151645808,1.0,0.0524554333720374,0.0045078888054094,6.830134553650706e-05,1.1289609869930817,0.11489687726397291,,,,
truncated_eta__cv0.200__cut0.100,truncated_eta,eta_only,truncated_gaussian,0.2,0.1,,0.0,200000,111.5,False,109.5694413193974,1.1110670886521392,1.110586126616965,0.11878120862478715,0.1265707380534031,1.2277888374267895e-16,0.9000356596046085,1.0,0.1229874063446516,0.0216005101227482,0.0020723736649131,1.1017102421219085,0.1265707380534031,,,,
truncated_eta__cv0.200__cut0.150,truncated_eta,eta_only,truncated_gaussian,0.2,0.15,,0.0,200000,117.3,False,116.01108415929995,1.1763872844118703,1.1756543794951289,0.13158229613629574,0.13877625563680546,1.2277888374267895e-16,0.8500601912744638,1.0,0.2232283355878861,0.0707837561770146,0.0141070590508792,1.0785441451177828,0.13877625563680543,,,,
truncated_eta__cv0.200__cut0.200,truncated_eta,eta_only,truncated_gaussian,0.2,0.2,,0.0,200000,122.80002000000094,False,123.2554440076597,1.2498472720593623,1.2489219273707146,0.14439298885276827,0.15018290202710777,1.2277888374267895e-16,0.8000977578262902,1.0,0.3181262817995374,0.1426888336169655,0.0493520094253174,1.058060322666328,0.15018290202710774,,,,
correlated__cv0.050__rho-0.75,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.05,,-0.75,0.0,200000,127.90001000000048,False,140.1327602899835,1.4209883351172716,1.3343898379355634,0.09367594945961971,0.04999055890049573,0.04997779197715929,0.8317007873398996,1.2016155697109714,0.2536885010620586,0.1043496565053485,0.0362822205637522,,,1.00004764884125,0.04999055890049574,0.9999216122321065,0.0499777919771593
correlated__cv0.050__rho-0.25,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.05,,-0.25,0.0,200000,121.80001000000048,False,132.71006868289626,1.3457200098019255,1.2754768613090006,0.07891048066100674,0.049993464073035954,0.049874418532102664,0.8304517719382102,1.1996226746728094,0.2022726353673824,0.0677746775041449,0.0191475595454729,,,0.9999895474883914,0.04999346407303596,0.9998479926246628,0.04987441853210266
correlated__cv0.050__rho0.00,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.05,,0.0,0.0,200000,118.40001000000048,False,128.79032308261677,1.3059726105278493,1.2449864856670614,0.07057561152455184,0.049959318497954236,0.04986519922856851,0.8277111186239401,1.2039758780101684,0.1713008624850481,0.0508047761945732,0.0114998006421421,,,1.0000563106776585,0.04995931849795424,1.0001232303432146,0.049865199228568496
correlated__cv0.050__rho0.50,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.05,,0.5,0.0,200000,112.90002000000096,False,118.02210866388245,1.1967796777161432,1.1659757193050433,0.04991682308328718,0.04991213246096614,0.05005555329252344,0.8295576603497494,1.2041210543305667,0.1079225877545398,0.0206386739824146,0.0025482678665717,,,0.9999393949479041,0.04991213246096614,1.0001249137831334,0.05005555329252344
correlated__cv0.050__rho0.90,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.05,,0.9,0.0,200000,107.90001000000048,False,107.08781491875176,1.0859026505854144,1.071585119750401,0.022379073118365855,0.05002631181427808,0.050058489433286016,0.8298278288405894,1.2057440725235362,0.050005086987486,0.0034337165530572,7.630481229016176e-05,,,1.000022606563475,0.050026311814278086,0.9999771757834338,0.05005848943328601
correlated__cv0.100__rho-0.75,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.1,,-0.75,0.0,200000,174.20001000000047,False,198.59494272987382,2.0138124479133994,1.77656862895204,0.18823006386176336,0.10003034491009276,0.10001523794009337,0.6886815272410524,1.4437719726016112,0.5166092227240314,0.3541270501545044,0.2323805562158307,,,1.0000767226805494,0.10003034491009274,0.9999486577612647,0.10001523794009338
correlated__cv0.100__rho-0.25,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.1,,-0.25,0.0,200000,154.30002000000096,False,174.58456383999052,1.7703399847030323,1.6277047937161442,0.15914590621079663,0.10027380772521931,0.09995878147052352,0.6886858959897895,1.437637374094607,0.4513745758949805,0.282461870184228,0.1680090052953673,,,1.0001018998593998,0.10027380772521932,0.9994411272791366,0.09995878147052353
correlated__cv0.100__rho0.00,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.1,,0.0,0.0,200000,149.60001000000048,False,169.82130703260742,1.7220391280978182,1.54901985319583,0.14192480608495964,0.09995504513650069,0.100050741642486,0.6845212131361738,1.4449964845943926,0.4119313036175923,0.2384943439100294,0.1297031170242545,,,0.9995406030350307,0.0999550451365007,1.0001040155159482,0.10005074164248601
correlated__cv0.100__rho0.50,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.1,,0.5,0.0,200000,128.10001000000048,False,142.30825886115133,1.4430485449232917,1.354695955123872,0.09992803469570932,0.10003666451145257,0.10022270014135275,0.6884614363656595,1.4528090550955677,0.2744698358080562,0.1189176048172943,0.0455922504394659,,,0.9999242929714088,0.10003666451145257,0.9999846255034307,0.10022270014135276
correlated__cv0.100__rho0.90,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.1,,0.9,0.0,200000,111.60001000000048,False,116.0036315982303,1.1763117132012213,1.1450554183369057,0.044539887264905736,0.10012972793939476,0.10008277082400169,0.6867677668568454,1.4534333863989912,0.0916929199137788,0.0142122841509344,0.0013264798540872,,,0.9996764158477462,0.10012972793939476,0.9997859852693022,0.10008277082400169
correlated__cv0.150__rho-0.75,correlated_eta_beta,joint_eta_beta,correlated_lognormal,0.15,,-0.75,0.0,200000,238.10005000000237,False,276.86490657456784,2.8074934214645264,2.367460485450906,0.28438331232053576,0.1501290507722538,0.14978864393923302,0.568093261391881,1.742351648652123,0.6633332891826382,0.5295301924528801,0.4196611875653982,,,0.9999169268800749,0.1501290507722538,0.9999405496450694,0.14978864393923305
